titel, impressum, annotatie, formaat, collatie, vingeradruk, typografie, auteur, jaar, drukker, onderstrefwoord, signatuur, url, recordnummer
Cartesius verus spinozismi architectus. / By Johannes Regius, "Franequeræ, exc. H. Halma, 1719", "8°", "*8 2*4 A-O8 P4", "171908 - a1 *2 ,$ : a2 2*3 ei$ima - b1 A mi : b2 P3 ph", "z (titelblad in meer kleuren), x (typografische titelpagina), h (drukkersmerk), i (lettertype romein)", "Johannes Regius (1656-1738) (ISNI 0000 0000 0441 2820)", "1719", "Halma, Hendrik Franeker, 1717-1727", "Philosophy", "Leiden, UB: 652 G 27:2", "Illustration",313903433
